caseid,citizenship_status,age,sex,province,education,agegroup,citizenship
14193,Canadian citizen,48.3,Female,Newfoundland and Labrador,"University certificate, diploma or degree above the bach...",41 to 50,Canadian citizen
14194,Canadian citizen,33.6,Female,British Columbia,"University certificate, diploma or degree above the bach...",31 to 40,Canadian citizen
14195,Canadian citizen,63.2,Male,Ontario,Trade certificate or diploma,61 to 70,Canadian citizen
14196,Canadian citizen,38.8,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
14197,Canadian citizen,72.1,Male,Manitoba,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
14198,Canadian citizen,75.7,Male,Quebec,"University certificate, diploma or degree above the bach...",71 to 80,Canadian citizen
14199,Canadian citizen,77.5,Male,New Brunswick,High school diploma or a high school equivalency certificate,71 to 80,Canadian citizen
14200,Permanent resident,60.9,Male,Ontario,Trade certificate or diploma,61 to 70,Permanent resident
14201,Permanent resident,50.6,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",51 to 60,Permanent resident
14202,Canadian citizen,73.8,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",71 to 80,Canadian citizen
14203,Canadian citizen,45.8,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Canadian citizen
14204,Canadian citizen,58.9,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",51 to 60,Canadian citizen
14205,Canadian citizen,80,Female,British Columbia,Trade certificate or diploma,71 to 80,Canadian citizen
14206,Canadian citizen,34.9,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
14207,Canadian citizen,38.2,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
14208,Other,39.8,Female,Ontario,Trade certificate or diploma,31 to 40,Other
14209,Canadian citizen,58.6,Female,New Brunswick,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
14210,Canadian citizen,57.9,Male,Ontario,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
14211,Canadian citizen,30.7,Female,Ontario,University certificate or diploma below the bachelor's level,31 to 40,Canadian citizen
14212,Canadian citizen,57.1,Male,Alberta,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
14213,Canadian citizen,42.5,Female,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Canadian citizen
14214,Other,80,Female,Nova Scotia,University certificate or diploma below the bachelor's level,71 to 80,Other
14215,Canadian citizen,73.8,Male,New Brunswick,High school diploma or a high school equivalency certificate,71 to 80,Canadian citizen
14216,Canadian citizen,53.7,Male,Ontario,Less than high school diploma or its equivalent,51 to 60,Canadian citizen
14217,Canadian citizen,62.5,Female,Quebec,Trade certificate or diploma,61 to 70,Canadian citizen
14218,Canadian citizen,17.2,Female,New Brunswick,Less than high school diploma or its equivalent,20 or less,Canadian citizen
14219,Canadian citizen,55.5,Female,Alberta,Trade certificate or diploma,51 to 60,Canadian citizen
14220,Canadian citizen,28.9,Male,Saskatchewan,Trade certificate or diploma,21 to 30,Canadian citizen
14221,Canadian citizen,62.5,Male,Manitoba,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
14222,Canadian citizen,59.8,Female,Alberta,Trade certificate or diploma,51 to 60,Canadian citizen
14223,Canadian citizen,38.4,Male,Quebec,High school diploma or a high school equivalency certificate,31 to 40,Canadian citizen
14224,Canadian citizen,80,Female,Ontario,High school diploma or a high school equivalency certificate,71 to 80,Canadian citizen
14225,Canadian citizen,70.7,Male,Nova Scotia,"University certificate, diploma or degree above the bach...",71 to 80,Canadian citizen
14226,Canadian citizen,69.1,Female,Nova Scotia,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
14227,Canadian citizen,38,Male,Quebec,Trade certificate or diploma,31 to 40,Canadian citizen
14228,Canadian citizen,52.6,Female,Ontario,Trade certificate or diploma,51 to 60,Canadian citizen
14229,Canadian citizen,46.4,Male,Quebec,High school diploma or a high school equivalency certificate,41 to 50,Canadian citizen
14230,Canadian citizen,31.6,Female,Newfoundland and Labrador,"University certificate, diploma or degree above the bach...",31 to 40,Canadian citizen
14231,Canadian citizen,70.3,Male,Ontario,University certificate or diploma below the bachelor's level,71 to 80,Canadian citizen
14232,Canadian citizen,68.3,Male,Ontario,Trade certificate or diploma,61 to 70,Canadian citizen
14233,Canadian citizen,45.3,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Canadian citizen
14234,Canadian citizen,70,Female,Ontario,Trade certificate or diploma,61 to 70,Canadian citizen
14235,Canadian citizen,41.8,Male,Nova Scotia,Trade certificate or diploma,41 to 50,Canadian citizen
14236,Canadian citizen,18.4,Male,Quebec,High school diploma or a high school equivalency certificate,20 or less,Canadian citizen
14237,Canadian citizen,31.4,Female,Nova Scotia,Trade certificate or diploma,31 to 40,Canadian citizen
14238,Canadian citizen,55.3,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",51 to 60,Canadian citizen
14239,Canadian citizen,50.7,Male,Saskatchewan,Trade certificate or diploma,51 to 60,Canadian citizen
14240,Canadian citizen,29.4,Female,British Columbia,Trade certificate or diploma,21 to 30,Canadian citizen
14241,Canadian citizen,35.9,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
14242,Permanent resident,45.1,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Permanent resident
14243,Canadian citizen,62,Female,Quebec,Less than high school diploma or its equivalent,61 to 70,Canadian citizen
14244,Permanent resident,32.2,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Permanent resident
14245,Canadian citizen,43.4,Female,Manitoba,Trade certificate or diploma,41 to 50,Canadian citizen
14246,Canadian citizen,35.4,Male,New Brunswick,Trade certificate or diploma,31 to 40,Canadian citizen
14247,Canadian citizen,69.2,Male,Nova Scotia,Less than high school diploma or its equivalent,61 to 70,Canadian citizen
14248,Canadian citizen,55.3,Male,Ontario,"University certificate, diploma or degree above the bach...",51 to 60,Canadian citizen
14249,Canadian citizen,46.4,Female,Quebec,"University certificate, diploma or degree above the bach...",41 to 50,Canadian citizen
14250,Canadian citizen,78.7,Female,British Columbia,High school diploma or a high school equivalency certificate,71 to 80,Canadian citizen
14251,Canadian citizen,72.4,Female,Nova Scotia,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
14252,Other,34.4,Male,Manitoba,Trade certificate or diploma,31 to 40,Other
14253,Canadian citizen,35.8,Male,British Columbia,"University certificate, diploma or degree above the bach...",31 to 40,Canadian citizen
14254,Canadian citizen,55.1,Male,British Columbia,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
14255,Permanent resident,80,Female,Ontario,Less than high school diploma or its equivalent,71 to 80,Permanent resident
14256,Canadian citizen,71.3,Male,New Brunswick,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
14257,Canadian citizen,34.4,Female,Alberta,Less than high school diploma or its equivalent,31 to 40,Canadian citizen
14258,Canadian citizen,42.1,Female,Nova Scotia,High school diploma or a high school equivalency certificate,41 to 50,Canadian citizen
14259,Canadian citizen,24.8,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",21 to 30,Canadian citizen
14260,Canadian citizen,68.3,Male,Quebec,Trade certificate or diploma,61 to 70,Canadian citizen
14261,Canadian citizen,70.3,Female,British Columbia,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
14262,Canadian citizen,57.7,Female,British Columbia,Trade certificate or diploma,51 to 60,Canadian citizen
14263,Canadian citizen,32.6,Male,Alberta,High school diploma or a high school equivalency certificate,31 to 40,Canadian citizen
14264,Canadian citizen,49.3,Female,Quebec,Less than high school diploma or its equivalent,41 to 50,Canadian citizen
14265,Canadian citizen,37.7,Female,Manitoba,High school diploma or a high school equivalency certificate,31 to 40,Canadian citizen
14266,Canadian citizen,53,Female,Newfoundland and Labrador,Trade certificate or diploma,51 to 60,Canadian citizen
14267,Canadian citizen,53.9,Female,Prince Edward Island,Trade certificate or diploma,51 to 60,Canadian citizen
14268,Canadian citizen,80,Female,Ontario,"University certificate, diploma or degree above the bach...",71 to 80,Canadian citizen
14269,Canadian citizen,80,Female,Nova Scotia,Trade certificate or diploma,71 to 80,Canadian citizen
14270,Canadian citizen,80,Male,British Columbia,Trade certificate or diploma,71 to 80,Canadian citizen
14271,Other,35.4,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Other
14272,Canadian citizen,70.3,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",71 to 80,Canadian citizen
14273,Canadian citizen,74.8,Male,Ontario,Trade certificate or diploma,71 to 80,Canadian citizen
14274,Canadian citizen,48.4,Female,Ontario,"University certificate, diploma or degree above the bach...",41 to 50,Canadian citizen
14275,Canadian citizen,80,Female,Newfoundland and Labrador,Trade certificate or diploma,71 to 80,Canadian citizen
14276,Canadian citizen,55.3,Female,Manitoba,Trade certificate or diploma,51 to 60,Canadian citizen
14277,Canadian citizen,69,Female,Quebec,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
14278,Canadian citizen,53.2,Female,British Columbia,Trade certificate or diploma,51 to 60,Canadian citizen
14279,Canadian citizen,67.3,Female,Quebec,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
14280,Canadian citizen,29.3,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",21 to 30,Canadian citizen
14281,Other,30.6,Female,Alberta,"University certificate, diploma or degree above the bach...",31 to 40,Other
14282,Canadian citizen,63.4,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",61 to 70,Canadian citizen
14283,Canadian citizen,42.8,Male,Newfoundland and Labrador,Trade certificate or diploma,41 to 50,Canadian citizen
14284,Canadian citizen,78.5,Male,Manitoba,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
14285,Canadian citizen,50,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,41 to 50,Canadian citizen
14286,Other,33.8,Female,Manitoba,Trade certificate or diploma,31 to 40,Other
14287,Canadian citizen,40.1,Male,British Columbia,Trade certificate or diploma,41 to 50,Canadian citizen
14288,Canadian citizen,69,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",61 to 70,Canadian citizen
14289,Canadian citizen,16.5,Female,Quebec,Less than high school diploma or its equivalent,20 or less,Canadian citizen
14290,Permanent resident,53.7,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",51 to 60,Permanent resident
14291,Canadian citizen,32.6,Male,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
14292,Canadian citizen,47.3,Male,Manitoba,High school diploma or a high school equivalency certificate,41 to 50,Canadian citizen
14293,Canadian citizen,64.1,Female,Quebec,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
14294,Permanent resident,33.7,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Permanent resident
14295,Permanent resident,36.1,Female,Saskatchewan,Trade certificate or diploma,31 to 40,Permanent resident
14296,Permanent resident,33.8,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Permanent resident
14297,Canadian citizen,80,Female,British Columbia,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
14298,Canadian citizen,55.1,Female,Alberta,Trade certificate or diploma,51 to 60,Canadian citizen
14299,Canadian citizen,37.1,Male,Ontario,High school diploma or a high school equivalency certificate,31 to 40,Canadian citizen
14300,Canadian citizen,29,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",21 to 30,Canadian citizen
14301,Canadian citizen,34.3,Male,Ontario,Trade certificate or diploma,31 to 40,Canadian citizen
14302,Canadian citizen,74.9,Male,Quebec,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
14303,Permanent resident,67.5,Female,Alberta,High school diploma or a high school equivalency certificate,61 to 70,Permanent resident
14304,Canadian citizen,30.3,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
14305,Permanent resident,26.8,Female,Alberta,University certificate or diploma below the bachelor's level,21 to 30,Permanent resident
14306,Canadian citizen,43.5,Female,Quebec,Less than high school diploma or its equivalent,41 to 50,Canadian citizen
14307,Permanent resident,67.7,Male,Ontario,High school diploma or a high school equivalency certificate,61 to 70,Permanent resident
14308,Canadian citizen,57.9,Male,Ontario,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
14309,Canadian citizen,52.9,Male,Prince Edward Island,Trade certificate or diploma,51 to 60,Canadian citizen
14310,Canadian citizen,43.5,Male,Nova Scotia,Trade certificate or diploma,41 to 50,Canadian citizen
14311,Canadian citizen,51.5,Male,Ontario,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
14312,Canadian citizen,36.5,Female,British Columbia,"NA",31 to 40,Canadian citizen
14313,Permanent resident,36.8,Female,Alberta,"University certificate, diploma or degree above the bach...",31 to 40,Permanent resident
14314,Canadian citizen,61.6,Male,Nova Scotia,Less than high school diploma or its equivalent,61 to 70,Canadian citizen
14315,Canadian citizen,59.1,Male,Quebec,Trade certificate or diploma,51 to 60,Canadian citizen
14316,Canadian citizen,29.8,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",21 to 30,Canadian citizen
14317,Canadian citizen,69.2,Female,New Brunswick,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
14318,Canadian citizen,58.1,Male,Ontario,Trade certificate or diploma,51 to 60,Canadian citizen
14319,Canadian citizen,54.4,Female,Prince Edward Island,Trade certificate or diploma,51 to 60,Canadian citizen
14320,Canadian citizen,40.9,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Canadian citizen
14321,Canadian citizen,24.1,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",21 to 30,Canadian citizen
14322,Canadian citizen,77,Female,Alberta,Trade certificate or diploma,71 to 80,Canadian citizen
14323,Other,51.7,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",51 to 60,Other
14324,Canadian citizen,49.3,Male,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Canadian citizen
14325,Canadian citizen,61.5,Male,Ontario,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
14326,Permanent resident,46.6,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Permanent resident
14327,Canadian citizen,42.3,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Canadian citizen
14328,Canadian citizen,74.3,Male,Quebec,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
14329,Permanent resident,80,Male,Ontario,Less than high school diploma or its equivalent,71 to 80,Permanent resident
14330,Canadian citizen,39,Male,Quebec,Trade certificate or diploma,31 to 40,Canadian citizen
14331,Canadian citizen,47.8,Male,Quebec,Trade certificate or diploma,41 to 50,Canadian citizen
14332,Other,20.2,Female,Quebec,High school diploma or a high school equivalency certificate,21 to 30,Other
14333,Canadian citizen,68.3,Female,Prince Edward Island,"University certificate, diploma or degree above the bach...",61 to 70,Canadian citizen
14334,Canadian citizen,76.1,Male,Ontario,Trade certificate or diploma,71 to 80,Canadian citizen
14335,Canadian citizen,44.6,Male,Manitoba,High school diploma or a high school equivalency certificate,41 to 50,Canadian citizen
14336,Canadian citizen,29.5,Female,Quebec,Trade certificate or diploma,21 to 30,Canadian citizen
14337,Permanent resident,54.8,Female,Alberta,Trade certificate or diploma,51 to 60,Permanent resident
14338,Canadian citizen,73.3,Female,British Columbia,Trade certificate or diploma,71 to 80,Canadian citizen
14339,Canadian citizen,42,Male,New Brunswick,University certificate or diploma below the bachelor's level,41 to 50,Canadian citizen
14340,Canadian citizen,30.8,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
14341,Canadian citizen,34.4,Female,Alberta,High school diploma or a high school equivalency certificate,31 to 40,Canadian citizen
14342,Canadian citizen,54.5,Male,New Brunswick,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
14343,Permanent resident,53.2,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",51 to 60,Permanent resident
14344,Other,61.2,Male,Ontario,Trade certificate or diploma,61 to 70,Other
14345,Canadian citizen,60.8,Female,British Columbia,Trade certificate or diploma,61 to 70,Canadian citizen
14346,Permanent resident,69.1,Female,Saskatchewan,Trade certificate or diploma,61 to 70,Permanent resident
14347,Canadian citizen,32.7,Male,Alberta,High school diploma or a high school equivalency certificate,31 to 40,Canadian citizen
14348,Permanent resident,80,Female,Ontario,High school diploma or a high school equivalency certificate,71 to 80,Permanent resident
14349,Canadian citizen,30.5,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
14350,Canadian citizen,71.5,Female,British Columbia,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
14351,Permanent resident,51.9,Female,Ontario,Trade certificate or diploma,51 to 60,Permanent resident
14352,Canadian citizen,69.8,Female,Newfoundland and Labrador,Less than high school diploma or its equivalent,61 to 70,Canadian citizen
14353,Canadian citizen,52.3,Female,Ontario,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
14354,Canadian citizen,58.7,Male,Nova Scotia,Less than high school diploma or its equivalent,51 to 60,Canadian citizen
14355,Canadian citizen,47.1,Female,Manitoba,University certificate or diploma below the bachelor's level,41 to 50,Canadian citizen
14356,Canadian citizen,17.8,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,20 or less,Canadian citizen
14357,Canadian citizen,68.8,Male,Ontario,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
14358,Canadian citizen,33.4,Female,Saskatchewan,High school diploma or a high school equivalency certificate,31 to 40,Canadian citizen
14359,Canadian citizen,26.7,Male,Quebec,Trade certificate or diploma,21 to 30,Canadian citizen
14360,Canadian citizen,80,Male,Nova Scotia,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
14361,Other,24.8,Female,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",21 to 30,Other
14362,Canadian citizen,70,Female,Quebec,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
14363,Canadian citizen,38.9,Female,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
14364,Canadian citizen,74,Female,Prince Edward Island,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
14365,Permanent resident,40.3,Female,Quebec,University certificate or diploma below the bachelor's level,41 to 50,Permanent resident
14366,Canadian citizen,36.2,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
14367,Canadian citizen,63.8,Male,Manitoba,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
14368,Canadian citizen,38.3,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
14369,Canadian citizen,53.3,Female,Quebec,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
14370,Canadian citizen,60.5,Female,Nova Scotia,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
14371,Permanent resident,52.1,Female,Ontario,"University certificate, diploma or degree above the bach...",51 to 60,Permanent resident
14372,Canadian citizen,25.4,Female,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",21 to 30,Canadian citizen
14373,Canadian citizen,57.3,Male,Saskatchewan,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
14374,Canadian citizen,44.4,Male,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Canadian citizen
14375,Canadian citizen,39.9,Male,British Columbia,Trade certificate or diploma,31 to 40,Canadian citizen
14376,Canadian citizen,59,Female,Nova Scotia,Trade certificate or diploma,51 to 60,Canadian citizen
14377,Canadian citizen,65.1,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",61 to 70,Canadian citizen
14378,Canadian citizen,42,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Canadian citizen
14379,Canadian citizen,34.8,Male,Quebec,"University certificate, diploma or degree above the bach...",31 to 40,Canadian citizen
14380,Canadian citizen,48.3,Female,Alberta,Trade certificate or diploma,41 to 50,Canadian citizen
14381,Canadian citizen,76.8,Male,Quebec,University certificate or diploma below the bachelor's level,71 to 80,Canadian citizen
14382,Canadian citizen,79.1,Male,Manitoba,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
14383,Canadian citizen,40.3,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Canadian citizen
14384,Permanent resident,35.2,Female,Saskatchewan,University certificate or diploma below the bachelor's level,31 to 40,Permanent resident
14385,Canadian citizen,75,Female,Quebec,Trade certificate or diploma,71 to 80,Canadian citizen
14386,Canadian citizen,16.3,Female,Manitoba,Less than high school diploma or its equivalent,20 or less,Canadian citizen
14387,Canadian citizen,70.7,Female,Ontario,Trade certificate or diploma,71 to 80,Canadian citizen
14388,Canadian citizen,48.6,Female,Ontario,Trade certificate or diploma,41 to 50,Canadian citizen
14389,Canadian citizen,64,Female,New Brunswick,Trade certificate or diploma,61 to 70,Canadian citizen
14390,Permanent resident,17.4,Male,Ontario,Less than high school diploma or its equivalent,20 or less,Permanent resident
14391,Canadian citizen,61.3,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",61 to 70,Canadian citizen
14392,Permanent resident,34.4,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Permanent resident
14393,Canadian citizen,22.1,Male,Quebec,University certificate or diploma below the bachelor's level,21 to 30,Canadian citizen
14394,Permanent resident,60.2,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",61 to 70,Permanent resident
14395,Permanent resident,80,Female,Ontario,High school diploma or a high school equivalency certificate,71 to 80,Permanent resident
14396,Canadian citizen,64,Male,Ontario,Trade certificate or diploma,61 to 70,Canadian citizen
14397,Canadian citizen,24.1,Male,Prince Edward Island,Trade certificate or diploma,21 to 30,Canadian citizen
14398,Canadian citizen,69.7,Female,Quebec,Less than high school diploma or its equivalent,61 to 70,Canadian citizen
14399,Other,42.8,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Other
14400,Canadian citizen,37.9,Female,Ontario,Trade certificate or diploma,31 to 40,Canadian citizen
14401,Canadian citizen,54.3,Female,Alberta,University certificate or diploma below the bachelor's level,51 to 60,Canadian citizen
14402,Permanent resident,62,Male,Ontario,Less than high school diploma or its equivalent,61 to 70,Permanent resident
14403,Permanent resident,35,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Permanent resident
14404,Canadian citizen,80,Male,Quebec,Trade certificate or diploma,71 to 80,Canadian citizen
14405,Canadian citizen,49.4,Male,New Brunswick,High school diploma or a high school equivalency certificate,41 to 50,Canadian citizen
14406,Canadian citizen,56.3,Female,Prince Edward Island,Trade certificate or diploma,51 to 60,Canadian citizen
14407,Canadian citizen,70.2,Female,Manitoba,Trade certificate or diploma,71 to 80,Canadian citizen
14408,Canadian citizen,27.7,Male,Ontario,Trade certificate or diploma,21 to 30,Canadian citizen
14409,Canadian citizen,48.9,Male,Nova Scotia,Trade certificate or diploma,41 to 50,Canadian citizen
14410,Canadian citizen,67.7,Male,British Columbia,Trade certificate or diploma,61 to 70,Canadian citizen
14411,Canadian citizen,66.5,Male,Quebec,"University certificate, diploma or degree above the bach...",61 to 70,Canadian citizen
14412,Canadian citizen,48.4,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Canadian citizen
14413,Canadian citizen,29.3,Male,New Brunswick,Trade certificate or diploma,21 to 30,Canadian citizen
14414,Canadian citizen,65.1,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",61 to 70,Canadian citizen
14415,Canadian citizen,18.6,Male,Quebec,High school diploma or a high school equivalency certificate,20 or less,Canadian citizen
14416,Other,18.8,Male,British Columbia,High school diploma or a high school equivalency certificate,20 or less,Other
14417,Canadian citizen,47.5,Male,Saskatchewan,High school diploma or a high school equivalency certificate,41 to 50,Canadian citizen
14418,Canadian citizen,56,Female,Ontario,"University certificate, diploma or degree above the bach...",51 to 60,Canadian citizen
14419,Canadian citizen,40.3,Female,British Columbia,University certificate or diploma below the bachelor's level,41 to 50,Canadian citizen
14420,Canadian citizen,49.3,Female,Quebec,Trade certificate or diploma,41 to 50,Canadian citizen
14421,Canadian citizen,79.3,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,71 to 80,Canadian citizen
14422,Canadian citizen,30.8,Female,Quebec,Trade certificate or diploma,31 to 40,Canadian citizen
14423,Canadian citizen,80,Female,Nova Scotia,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
14424,Permanent resident,80,Male,Quebec,"University certificate, diploma or degree above the bach...",71 to 80,Permanent resident
14425,Canadian citizen,40.8,Female,Quebec,"NA",41 to 50,Canadian citizen
14426,Permanent resident,80,Female,Ontario,Less than high school diploma or its equivalent,71 to 80,Permanent resident
14427,Canadian citizen,59,Male,British Columbia,Trade certificate or diploma,51 to 60,Canadian citizen
14428,Canadian citizen,64.4,Female,Nova Scotia,Trade certificate or diploma,61 to 70,Canadian citizen
14429,Canadian citizen,63.5,Female,Newfoundland and Labrador,Trade certificate or diploma,61 to 70,Canadian citizen
14430,Permanent resident,24.3,Male,Manitoba,"NA",21 to 30,Permanent resident
14431,Canadian citizen,72.8,Male,Nova Scotia,High school diploma or a high school equivalency certificate,71 to 80,Canadian citizen
14432,Canadian citizen,43.2,Female,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Canadian citizen
14433,Canadian citizen,51.2,Female,Quebec,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
14434,Canadian citizen,37.9,Female,New Brunswick,Trade certificate or diploma,31 to 40,Canadian citizen
14435,Canadian citizen,66.4,Female,Quebec,Trade certificate or diploma,61 to 70,Canadian citizen
14436,Canadian citizen,51.3,Male,Alberta,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
14437,Permanent resident,23.1,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",21 to 30,Permanent resident
14438,Canadian citizen,43.9,Male,New Brunswick,Less than high school diploma or its equivalent,41 to 50,Canadian citizen
14439,Canadian citizen,65.5,Male,Ontario,University certificate or diploma below the bachelor's level,61 to 70,Canadian citizen
14440,Other,44.2,Female,Ontario,Less than high school diploma or its equivalent,41 to 50,Other
14441,Permanent resident,64.9,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",61 to 70,Permanent resident
14442,Canadian citizen,59.2,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",51 to 60,Canadian citizen
14443,Canadian citizen,69.1,Female,Saskatchewan,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
14444,Canadian citizen,80,Female,Manitoba,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
14445,Canadian citizen,53.8,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",51 to 60,Canadian citizen
14446,Canadian citizen,49.2,Female,Nova Scotia,Less than high school diploma or its equivalent,41 to 50,Canadian citizen
